hagrid,kingdom,phylum,class,order_,family,genus,species,common_name,specimen_origin,sample_size,data_quality
2716,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian swamp rat,captivity,small,acceptable
2717,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,captivity,large,acceptable
2718,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,captivity,large,acceptable
2719,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,captivity,medium,acceptable
2720,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great gerbil,captivity,small,acceptable
2721,Animalia,Chordata,Mammalia,Rodentia,Muridae,Sekeetamys,calurus,Bushy-tailed jird,captivity,medium,acceptable
2722,Animalia,Chordata,Mammalia,Rodentia,Muridae,Sundamys,muelleri,Mueller's giant Sunda rat,unknown,small,low
2723,Animalia,Chordata,Mammalia,Rodentia,Muridae,Tatera,indica,Indian gerbil,captivity,small,acceptable
2724,Animalia,Chordata,Mammalia,Rodentia,Muridae,Taterillus,gracilis,Slender gerbil,unknown,small,low
2725,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thallomys,paedulcus,Acacia rat,unknown,tiny,low
2726,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thamnomys,venustus,Thicket rat,unknown,small,low
2727,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zelotomys,woosnami,South African broad-headed mouse,unknown,small,low
2728,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,argurus,Common rock rat,unknown,small,low
2729,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,palatilis,Carpentarian rock rat,captivity,small,acceptable
2730,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zyzomys,pedunculatus,Central rock rat,captivity,small,acceptable
2731,Animalia,Chordata,Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,captivity,large,high
2732,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Giant rat,captivity,tiny,acceptable
2733,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Gambian rat,captivity,small,acceptable
2734,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,melanotis,Gray climbing mouse,captivity,small,acceptable
2735,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,mesomelas,Brant's climbing mouse,captivity,small,acceptable
2736,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Malagasy giant rat,captivity,small,acceptable
2737,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,White-tailed mouse,captivity,small,acceptable
2738,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Pouched mouse,captivity,small,acceptable
2739,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Steatomys,pratensis,Fat mouse,unknown,small,low
2740,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,captivity,large,acceptable
2741,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodontomys,gliroides,Mountain degu,unknown,small,low
2742,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Coruro,captivity,small,acceptable
2743,Animalia,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,capensis,Springhare,captivity,small,acceptable
2744,Animalia,Chordata,Mammalia,Rodentia,Petromuridae,Petromus,typicus,Dassie rat,unknown,tiny,low
2745,Animalia,Chordata,Mammalia,Rodentia,Platacanthomyidae,Platacanthomys,lasiurus,Malabar spiny dormouse,unknown,small,low
2746,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,captivity,medium,acceptable
2747,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed antelope squirrel,captivity,small,acceptable
2748,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's antelope squirrel,unknown,small,low
2749,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Atlantoxerus,getulus,Barbary ground squirrel,unknown,tiny,low
2750,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,adamsi,Ear-spot squirrel,unknown,small,low
2751,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,caniceps,Gray-bellied squirrel,captivity,small,acceptable
2752,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,erythraeus,Pallas's squirrel,captivity,small,acceptable
2753,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,Finlayson's squirrel,captivity,tiny,acceptable
2754,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain squirrel,captivity,tiny,acceptable
2755,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's squirrel,captivity,medium,acceptable
2756,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden-mantled ground squirrel,captivity,small,acceptable
2757,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,saturatus,Cascade golden-mantled ground squirrel,unknown,small,low
2758,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,gunnisoni,Gunnison's prairie dog,unknown,small,low
2759,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,captivity,large,high
2760,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Dremomys,lokriah,Orange-bellied Himalayan squirrel,unknown,small,low
2761,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,palmarum,Indian palm squirrel,unknown,small,low
2762,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,pennantii,Northern palm squirrel,unknown,small,low
2763,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,Thomas's rope squirrel,captivity,small,acceptable
2764,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,congicus,Congo rope squirrel,unknown,small,low
2765,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Fire-footed rope squirrel,captivity,tiny,acceptable
2766,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Funisciurus,substriatus,Kintampo rope squirrel,unknown,small,low
2767,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,captivity,small,acceptable
2768,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,captivity,medium,acceptable
2769,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Heliosciurus,rufobrachium,Red-legged sun squirrel,captivity,small,acceptable
2770,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,captivity,small,acceptable
2771,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Lariscus,insignis,Three-striped ground squirrel,unknown,small,low
2772,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,bobak,Bobak marmot,unknown,small,low
2773,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,caligata,Hoary marmot,captivity,small,questionable
2774,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,captivity,tiny,acceptable
2775,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,captivity,medium,acceptable
2776,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,captivity,medium,acceptable
2777,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver marmot,captivity,medium,acceptable
2778,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock squirrel,captivity,small,acceptable
2779,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,cepapi,Smith's bush squirrel,unknown,tiny,low
2780,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,poensis,Green bush squirrel,unknown,small,low
2781,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,alborufus,Red and white giant flying squirrel,captivity,small,acceptable
2782,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,leucogenys,Japanese giant flying squirrel,captivity,small,acceptable
2783,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,magnificus,Hodgson's giant flying squirrel,unknown,small,low
2784,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,petaurista,Red giant flying squirrel,unknown,small,low
2785,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,philippensis,Indian giant flying squirrel,unknown,tiny,low
2786,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Franklin's ground squirrel,captivity,small,acceptable
2787,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromys,momonga,Japanese flying squirrel,unknown,tiny,low
2788,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian flying squirrel,captivity,medium,acceptable
2789,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,affinis,Pale giant squirrel,unknown,tiny,low
2790,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,captivity,tiny,acceptable
2791,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian giant squirrel,captivity,small,acceptable
2792,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurotamias,davidianus,Pere David's rock squirrel,unknown,tiny,low
2793,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,aberti,Abert's squirrel,unknown,small,low
2794,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,aestuans,Guianan squirrel,unknown,tiny,low
2795,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,aureogaster,Red-bellied squirrel,captivity,small,acceptable
